published_date,updated_date,commentor,comment,like
2022-09-04T03:46:44Z,2022-09-04T03:46:44Z,깡우,“아우 셔!!!” “아우 셔~” 확 와닿네 ㅋㅋㅋㅋㅋ 근데 울집 김치는 “아우 셔!!!!!!!!!!!!!!!!!” 묵은지 인데 넣어도 되나;;;,0
2022-09-03T08:49:23Z,2022-09-03T08:49:23Z,바둑유치원,오늘부터 열심히...한개 라도 배워 보려고 !! 구독합니다 !! 열심히 배워서  가족에게 한번 해 보고 싶네요..일단. 해 보는게 중요하다는 말에 힘이 나네요. 제가 유일하게 못 하는게 요리라..@@@  백종원 선생님 감사합니다.,0
2022-08-24T20:49:18Z,2022-08-24T20:49:18Z,LEEDAQ,해보세요가 이렇게 큰 힘이 되다니 그리고 내가 김치찌개를 끓일수있게되다니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-08-22T14:29:18Z,2022-08-22T14:29:18Z,세희 김,"오늘의 한끼 백샘 덕분에 정말 맛있게 먹었습니다! 
진짜 김치찌개 너무 맛잇엇어요.. 영상들 감사합니다..",0
2022-08-21T06:02:28Z,2022-08-21T06:02:28Z,LaDonna,"I made this kimchi jigae today. It was delicious! Thank you Chef Paik! Your recipes and tips are so good!
Gum sa hum nida 👍🏼",5
2022-08-19T11:11:18Z,2022-08-19T11:11:18Z,우촌김나롱,"식당에서 파는 김치찌개 비쥬얼이 나와요
집에서 환영받지 못했던 나의 김치찌개의 설움을 오늘어서야 풉니다  감사합니다
오늘 저녁 행복해집니다~**",0
2022-08-12T02:32:53Z,2022-08-12T02:32:53Z,Heim Heim,ㄴㄴ,1
2022-08-10T16:57:57Z,2022-08-10T16:57:57Z,nankimssi,https://youtu.be/DmgPgussKfQ,1
2022-08-09T02:21:56Z,2022-08-09T02:21:56Z,여름하늘흰구름,맛나요,0
2022-08-09T02:18:35Z,2022-08-09T02:18:35Z,파도의 뜨락에서,저녁메뉴메뉴 당첨,0
2022-08-09T02:18:30Z,2022-08-09T02:18:30Z,박두부,"잘 히서
먹것네요",0
2022-08-04T12:00:55Z,2022-08-04T12:00:55Z,전승택,김정숙이에게 나쁜노마,0
2022-08-02T13:39:03Z,2022-08-02T13:39:03Z,김제하,선생님 입장에선 초간단이네요…ㅎㅎ,0
2022-07-23T06:07:54Z,2022-07-23T06:07:54Z,정미진,정말  맛나네요.^^,0
2022-07-16T02:33:52Z,2022-07-16T02:33:52Z,J,감사합니다👍,0
2022-07-12T10:57:01Z,2022-07-12T10:57:01Z,쮠TV - 목표는골프왕,1인 가구라서 맨날 편의점 김치찌개 조리된거 사먹다보니 물가도 오르고 비용이 생각보다 만만치 않아서 배워보러 왔습니다..!! ^^ 요알못이지만.. 냉장고에 있는 김치 부터 활용해서 김치찌개 요리 해보겠습니다!,0
2022-07-04T03:41:31Z,2022-07-04T03:41:31Z,umdark ssa,"김치찌개  초간단은  약간의 기름에  돼지고기와 김치를 볶고 
물과 두부를 넣고 끝이쥬
너무 복잡해유",0
2022-06-29T02:46:17Z,2022-06-29T02:46:17Z,얌냠튜브,3:54 어으 셔~,1
2022-06-16T08:52:30Z,2022-06-16T08:52:30Z,Masab GotJams,OMG this is the easiest recipe ever I’m gonna cook this right now and definitely I’ll share my experience thank you so much .,4
2022-06-11T11:19:28Z,2022-06-11T11:19:28Z,Kat,이것 찐짜 맛있어요! 저는 대만사람이고 한식을 제대로 배운 적이 없었는데도 따라서 몇번 끓여봤는데 실패한 적이 없어요. 정말 쉽게 맛있게 끓일 수 있는 최고의 레시피이에요! 항상 감사합니다!,2
2022-05-28T02:27:53Z,2022-05-28T02:27:53Z,JH2,평소 혼자서 밥해먹을 경우 라면같은 인스턴트 음식으로 배를 채웠지만 이 영상 덕분에 따뜻한 김치찌개 한 그릇 먹게 되어 좋았습니다. 요리를 못했던 저도 이렇게 쉽고 간편하게 요리를 하게 해준 유익한 영상 올려 주셔서 감사합니다!,0
2022-05-19T22:53:30Z,2022-05-19T22:53:30Z,돈 클리크,감사합니다!!!,0
2022-05-19T02:45:48Z,2022-05-19T02:45:48Z,조보아,거기서 미원 약간 넣으면 개존맛 ㅋ,0
2022-05-15T18:19:16Z,2022-05-15T18:19:16Z,Jin Simonson,맛없어유,0
2022-05-09T09:40:32Z,2022-05-09T09:40:32Z,이정현,음식에소질이없나   ㅠㅠ,0
2022-05-07T09:36:04Z,2022-05-07T09:36:04Z,박경엽,너무 개소리네,0
2022-05-05T20:22:14Z,2022-05-05T20:22:14Z,Joseph Cho,스팸도 해당이 될까요오?,0
2022-04-24T06:15:52Z,2022-04-24T06:15:52Z,모난몬스터,설탕  돼지 땜시 식당가기 힘듦..  내입맛 돌리도,0
2022-04-22T06:42:17Z,2022-04-22T06:42:17Z,crystal,"초간단 레시피로 푹 끓이면 깊은 맛이 나네요
집앞 음식점껀 물맛처럼 밍밍할때가 있었는데 맛나요❤️",0
2022-04-15T10:43:27Z,2022-04-15T10:43:27Z,나리사,감사해요 저같은 요알못도 처음 도전해서 바로 성공했습니다!!! 감사합니다!!!!!!!!!!,0
2022-04-12T23:25:47Z,2022-04-12T23:25:47Z,Kimberly Lewis,"I wish he had a cookbook in English.  Especially, a cookbook of the recipes from the show ‘Delicious Rendezvous’.  I guess I will just learn to speak the Korean language ☺️He is awesome for helping the farmers, ranchers and fisherman.  There needs to be more people like him in the world .  Thank you for your hard work!  Fighting!",27
2022-04-07T03:21:12Z,2022-04-07T03:21:12Z,R,"고추.국간장.새우젓.액젓 넷다 없었어요ㅋㅋㅋ 그냥 제맘대로 두부랑 양파도 썰어넣고, 설탕도 살짝 넣고 연두도 넣고 라면스프도 아주 조금 넣었어요. 근데도 맛이 애매하길래 그냥 오래 끓였더니 나쁘지 않네요 김치가 덜 신김치라 그런가봐요",0
2022-03-31T13:43:14Z,2022-03-31T13:43:14Z,ThisPlus™,궁금한게있는데.. 380ml면 라면물보다 적은데 고기넣고 우러나게 푹 끓이면 국물이 남아나나요?,0
2022-03-27T19:28:17Z,2022-03-27T19:28:17Z,태실 이,"백종원샘~~~
질문있어요~~~~~제발 읽어주세요~~
쪽득살로 김치찌개를끓이는데요
쫀득살 잡네 잡는방법 알켜주세요~~~
제발부탁드립니다
꼭이요~~~~~~~",0
2022-03-27T12:02:26Z,2022-03-27T12:02:26Z,흐흐으,우리엄마표는재료간단히맛있는데 몬놈의 들어가는게많아 음식은간단하면서맛깔나게 저재료값살돈으로한번사먹겠다 맨날김치찌게먹나ㅋㅋ,0
2022-06-15T07:16:39Z,2022-06-15T07:16:39Z,윤성이순한맛,요리를 안해봤으니까 들어가는게 많아보이지 ㅋㅋ 혼자 해먹을 줄도 아세요 ~,2
2022-04-04T07:23:10Z,2022-04-04T07:23:10Z,디엠DM,다 집에 있는 재료 아님? 기본 조미료들이랑 김치는 있을꺼고 고기는 사오면 되는데? 혹시 집에서 부모님이 끓는물에 김치만 넣어주시기라도 해서 이게 많다는건가,5
2022-03-21T05:35:49Z,2022-03-21T05:35:49Z,이정연,5:55,0
2022-03-14T12:06:08Z,2022-03-14T12:06:08Z,빡째TV,역시 한국은 김치찌게 ㅋㅋㅋㅋ 조횟수보소 ㅋㅋㅋㅋㅋ 킹정킹정,0
2022-03-13T00:53:52Z,2022-03-13T00:53:52Z,CK Jang,초 간단이 아니네,0
2022-03-09T21:35:14Z,2022-03-09T21:35:14Z,대한민국 금수강산아름다운 나의조국,"여보개나,백군
뭔넘의 자료가 그리 만이 들어가능가?
혼자사는 노인내가 간단이 만드러
머글수인넌 김치개를 혀야지
애이 애이 애이 참나원 어이가업구먼",1
2022-06-17T07:31:36Z,2022-06-17T07:31:36Z,강영호,"아니 정상적으로 집에서 밥해먹는 가정이면 거의다  있는 재료인데... 돼지고기없으면 빼든가 하시고
김치만있으면 이런거 찿아보시지 마시고 김치를 드셔야죠 김치만 있는데 김치찌게를 해드실려고 하시면 ...",0
2022-03-09T01:44:26Z,2022-03-09T01:45:31Z,RiverRoot,초간단인데 재료가 많네요,0
2022-03-07T11:48:06Z,2022-03-07T11:48:06Z,jk,5:58,1
2022-03-05T03:17:08Z,2022-03-05T03:17:08Z,JAY DEN,이 영상을 쁘허님이 좋아합니다,0
2022-03-03T10:54:01Z,2022-03-03T10:54:01Z,내 멘탈 연두부,재료가 없다고 좌절하지말라는거 넘조타,0
2022-03-02T09:36:43Z,2022-03-02T09:36:43Z,ᄋᄋ,김치찌개 매드무비 ㅋㅋㅋ,0
2022-03-01T08:47:57Z,2022-03-01T08:47:57Z,김현희팀장,대성공,0
2022-02-27T02:18:05Z,2022-02-27T02:18:05Z,으엥?,"해봤는데 진짜 맛있어용😋
처음 요리하는 거라 무서웠는데 성공해서 너무 기뻐요!!!",0
2022-02-25T01:21:13Z,2022-02-25T01:21:13Z,晶山本,有り難うございます❗今まで食べた中で一番美味しかったです‼️😋👍👍👍,3
2022-02-25T12:08:58Z,2022-02-25T12:08:58Z,성이름,일본 사람도 김치찌개를 먹습니까? 🤔🤔🥰👍,0
2022-02-24T14:30:30Z,2022-02-24T14:30:30Z,Mandeep Kaur,Vegetarian 김치찌개 도 알려주세요,0
2022-02-12T09:51:11Z,2022-02-12T09:51:11Z,도올올,스팸도 되나요?,0
2022-02-09T08:24:18Z,2022-02-09T08:24:18Z,계포 박,"맛있으면서 간단해요
요즘 이프로 보면서 한다고 그람 재는 저울도 샀어요 잘먹고 있습니다~",0
2022-02-01T10:53:47Z,2022-02-01T10:53:47Z,박종우,"혼자살아서 집에서 쉴때
밥을 나가서먹기는 귀찮고
그래서 시켜먹고그랬는데
전많이 먹지못해 시키는것도
애먹어요 최소금액 주문이 있으니.ㅠ
그래서 해먹어보자했는데
이런영상 감사합니다.
요리 찌질인데",0
2022-01-22T23:59:48Z,2022-01-22T23:59:48Z,석순 이,선생님요리잘보고있읍니다막걸리프로좀보여주셰요배우고싶읍니다,0
2022-01-17T20:16:29Z,2022-01-17T20:16:29Z,나보르,선생님 아직 하진 않았는데 예감이 좋아요 예감만 좋진 않겠죠?,0
2022-01-15T16:31:55Z,2022-01-15T16:31:55Z,그럼뭐,기존에 있는 자막들 말고도 다른언어권의 자막도 ㄱㄱ!,1
2022-01-11T16:19:52Z,2022-01-11T16:19:52Z,Ri Ann Cruz,I'll definitely try this tom.thank's for the tips  chef  ❤❤❤🙏‼,0
2022-01-10T03:23:33Z,2022-01-10T03:23:33Z,주영,신김치는 어떻게 만들어요?,0
2022-01-06T18:10:42Z,2022-01-06T18:10:42Z,Medit You,멋있는 분 ❤️,0
2022-01-03T23:50:54Z,2022-01-03T23:50:54Z,권영주,"감사합니당
백쌤~~~♡",0
2022-01-03T10:36:27Z,2022-01-03T10:36:27Z,jh park [고양이 망고],와 대박 구독자가 500만이라니 워아아아아 진짜 끝내주네요,0
2022-01-02T17:21:56Z,2022-01-02T17:21:56Z,정문주,조회수보고 다시 들어와봅니다 ㄷ ㄷ,0
2022-01-01T18:37:13Z,2022-01-01T18:37:13Z,늦은후회,김치찌개용 꽁치 김치찌개는 대충 해도 맛있는거 같기는 하지만 가르쳐 주세요...혼자라 이것저것 알고싶어요 ㅜ ㅜ,0
2021-12-30T14:38:16Z,2021-12-30T14:38:16Z,지구는 둥글다,저희 외할머니 사투리라 그런가 백종원님이 너무 좋아요 오래오래 방송해주세요,0
2021-12-21T09:57:40Z,2021-12-21T09:57:40Z,집 나온 우키 HOME OUT WOOKI,꼼장어를 주메뉴로 한 요리비법을 보여주시면 좋지 않을까 합니다. 꼼장어는 일반적으로 저녁에 술 안주로 많이 먹는 메뉴 인데... 요즘에는 코로나 격상으로 모든 음식점들이 오후 9시까지 밖에 음식점이 되지 않아 많은 꼼장어 전문점들이 타격을 받고 어려움을 겪고 있습니다. 오후 5시에 오픈을 하더라도 4시간 밖에 판매를 할수 없기 때문이죠 ㅠ 만약 백선생님의 요리비책 에서 꼼장어를 활용한 요리를 보여주신다면 많은분들이 꼼장어를 찾게 되어서 꼼장어 전문점을 운영 하시는분들께도 큰 도움이 될수 있지 않을까 생각합니다.,0
2021-12-20T16:52:00Z,2021-12-20T16:52:00Z,Helen Food,I always like to eat that kind of food because it is super nutritious 🌿💖,0
2021-12-20T08:54:32Z,2021-12-20T08:57:16Z,fractal dimension,"03:07 05:23
05:58",0
2021-12-20T01:14:47Z,2021-12-20T01:14:47Z,김창범,고기나 참치가 들어가지 않는 김치찌게가 먹고싶은데 네이버나 유튜브를 찾아봐도 없네요? 아무것도 들어가지않고 맛있게 끓이는 방법 좀 알려주세요,0
2021-12-16T15:03:33Z,2021-12-16T15:03:33Z,형왔다,초간단이래놓고 고추가루도 두종류 고추도 두종류....다들어가는거같은데 제목수정해야될거같은데,2
2021-12-13T09:37:26Z,2021-12-13T09:37:37Z,Jae Lee,"물이 380ml ?
생수 2병 넣었더니 1리터
찌개가 아니고 국이 됬음
콩나물 넣으면 콩나물국",0
2021-12-12T11:22:38Z,2021-12-12T11:22:38Z,예지,남친한테 끓여줬는데 너무 맛있다고 일주일에 한번씩 끓어달라구 하네요 ㅎㅎ 백종원선생님 감사합니당,1
2021-12-11T08:20:35Z,2021-12-11T08:20:35Z,봉봉자이,초간단...?,1
2021-12-10T06:18:36Z,2021-12-10T06:18:36Z,oh danee,1:57 음료수ㅋㅋㅋㅋㅋㅋ,0
2021-12-10T04:13:55Z,2021-12-10T04:13:55Z,하늘사랑,감사합니다,0
2021-12-09T18:01:02Z,2021-12-09T18:01:02Z,J M,절대 우리 팀들은 좌절하실 필요 없습니다,1
2021-12-02T21:56:58Z,2021-12-02T21:56:58Z,Anjola,How is he so cute🥺,0
2021-12-02T13:58:50Z,2021-12-02T13:58:50Z,Deuk Choi,당신이 우리나라 사람이라는게 자랑스럽다~!!,0
2021-12-01T21:32:09Z,2021-12-01T21:32:09Z,윤복남,"대선후보
허경영  아시나요?
난세의 영웅입니다
여야 그나물의 그밥",1
2021-11-28T22:02:05Z,2021-11-28T22:02:05Z,Theodora Pilates,Does anyone know if I can use canned kimchi to make this?,0
2021-12-11T10:21:14Z,2021-12-11T10:21:14Z,Chun2x MáRU,As long as it is fermented (sour) no problem,1
2021-11-28T05:34:31Z,2021-11-28T05:34:31Z,물고기자리,쌀뜬물 없을때는 밥알 조금을 물에 풀풀 끓여서 밥알만 건지면됩니다,0
2021-11-24T09:19:48Z,2021-11-24T09:19:48Z,미애 오,좋아용,0
2021-11-19T18:21:41Z,2021-11-19T18:21:41Z,Oceanus,"늦은 밤에 갑자기 김치찌개가 땡겨서 유튜브를 보니까 백종원 선생님 영상이 있네요
최근에는 거의 배달음식이나 간편식 위주로 많이 먹었던 것 같은데 내일 한번 시도해봐야 될 것 같습니다.
정말 좋은 요리 영상 올려주셔서 감사합니다",0
